"celltype","Freq","Freq2","Freq3","Freq4","Freq5","Freq6","Freq7","Freq8","Freq9","Freq10","Freq11","Freq12","Freq13","Freq14","Freq15"
"Astrocyte",0.0836363636363636,0.130238726790451,0.00974658869395711,0.0897282174260592,0.225858369098712,0.3256,0.146262886597938,0.162121212121212,0.177050882658359,0.131598151301387,0.150200803212851,0.351186440677966,0.16949666464524,0.145970603142423,0.41025641025641
"Microglia",0.052,0.0551724137931034,0.200779727095517,0.0297761790567546,0.0799356223175966,0.0432,0.0931056701030928,0.117424242424242,0.117341640706127,0.0970566772074921,0.107831325301205,0.339661016949153,0.127653123104912,0.122149011657375,0.162393162393162
"Oligodendrocyte",0.864363636363636,0.814588859416446,0.789473684210526,0.880495603517186,0.694206008583691,0.6312,0.760631443298969,0.720454545454545,0.705607476635514,0.771345171491121,0.741967871485944,0.309152542372881,0.702850212249848,0.731880385200203,0.427350427350427
